,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_GATA2,4_KIT,5_NPM1,6_chr6,7_EZH2,9_JAK2,10_chr10,11_WT1,12_KRAS,12_PTPN11,13_FLT3,14_chr14,15_IDH2,16_chr16,17_TP53,17_SRSF2,18_chr18,20_ASXL1,21_RUNX1,21_U2AF1
84,56,20,113,43,9,53,16,106,74,31,80,92,75,60,148,7,18,64,78,6,18,70,41,45
85,90,28,171,71,9,61,6,130,82,14,55,67,108,54,191,2,49,60,195,2,29,78,22,52
86,80,44,212,110,23,58,11,186,78,27,84,70,135,86,342,12,73,45,174,4,26,93,48,73
87,98,30,120,61,30,79,21,134,76,34,98,94,73,34,190,7,43,56,101,2,22,67,32,53
88,91,48,157,82,23,100,46,192,86,52,102,115,127,69,310,12,48,139,165,14,37,90,42,61
89,98,11,121,57,17,49,5,109,71,14,39,26,87,39,161,2,18,34,119,0,2,59,41,32
90,140,39,218,72,16,65,16,164,84,38,82,83,128,87,368,8,54,75,162,16,24,108,28,75
91,411,155,353,243,67,303,97,570,397,173,325,375,392,224,1040,27,214,380,496,34,150,286,127,188
92,36,13,78,28,1,36,22,76,33,17,59,63,49,35,112,3,19,43,67,0,15,31,31,48
93,112,38,185,90,26,110,31,144,106,54,119,128,137,79,312,21,47,108,155,32,44,107,44,66
94,87,27,136,48,21,60,4,122,98,42,107,79,88,54,201,10,46,90,98,8,28,58,68,59
95,181,12,332,206,34,114,4,184,85,7,90,84,110,151,467,5,58,55,431,10,44,174,76,200
96,59,15,95,53,4,44,36,60,75,22,39,45,87,39,160,5,37,48,122,2,17,63,35,67
97,80,37,145,42,5,87,8,133,102,32,109,93,104,43,196,7,37,81,108,12,29,40,38,44
98,71,7,105,56,6,45,8,71,56,15,32,46,54,32,201,7,51,35,104,0,12,51,23,36
99,59,45,103,56,10,78,1,105,96,41,74,89,105,45,188,4,25,73,134,28,28,61,41,2
100,59,5,86,59,8,42,2,62,44,3,40,45,45,38,136,3,16,10,93,2,18,39,20,29
101,168,51,203,87,25,76,1,175,175,40,181,121,139,56,285,16,77,208,192,2,26,160,161,145
102,45,20,216,81,13,21,0,132,93,21,59,117,138,48,312,1,42,21,225,0,30,105,15,81
103,63,57,132,37,18,91,39,125,102,59,137,148,136,62,229,16,34,159,127,17,45,57,31,30
104,83,9,126,32,8,48,3,98,93,19,61,100,49,41,275,5,33,64,153,0,13,56,22,65
105,82,36,180,61,11,110,10,116,83,14,106,106,99,69,253,11,45,71,144,8,32,70,46,85
106,78,41,109,50,3,93,57,135,86,59,81,117,94,49,186,12,31,127,96,14,39,55,56,53
107,149,65,221,98,29,125,21,207,149,76,114,156,115,91,409,18,53,128,232,4,60,104,74,100
108,197,90,270,143,13,205,5,296,233,29,258,243,225,144,490,30,81,215,249,30,103,161,171,102
109,316,89,385,222,55,229,94,449,363,96,320,391,327,243,714,32,185,369,432,38,102,232,161,206
110,61,13,87,30,1,40,2,135,18,5,70,68,36,39,187,2,23,34,101,0,26,20,19,56
111,74,26,97,53,18,70,47,81,91,30,76,95,83,36,177,9,40,81,99,2,25,46,25,53
112,60,33,99,49,4,38,5,86,56,8,57,55,29,36,124,3,45,38,69,0,23,45,26,89
113,54,12,128,67,8,38,3,82,73,18,32,51,70,24,182,0,37,25,149,0,11,57,16,34
114,62,4,91,47,9,35,4,71,73,20,22,66,72,27,180,3,37,33,107,1,11,39,17,45
115,57,42,153,39,20,46,13,99,73,38,57,73,57,37,225,8,46,53,172,8,19,84,50,31
116,303,183,591,266,88,335,294,485,455,225,416,523,496,291,1032,33,140,564,590,49,147,324,242,307
117,72,29,264,75,19,74,2,152,118,16,100,65,43,42,285,14,53,93,184,20,35,108,46,68
118,71,23,88,50,6,60,19,106,63,19,69,93,113,37,179,8,16,83,91,6,36,78,36,45
119,119,9,143,101,24,61,0,67,16,2,45,23,54,58,225,15,34,44,103,0,10,40,14,61
120,56,10,68,35,10,57,37,57,57,19,65,58,57,23,121,3,33,57,52,4,15,45,14,24
121,86,47,166,83,12,77,45,120,91,39,64,115,96,46,271,10,34,103,166,4,30,78,59,71
122,187,58,215,80,25,119,73,208,168,38,111,170,178,95,410,7,79,149,216,12,37,140,51,95
123,262,65,367,175,33,230,44,385,160,70,148,169,195,201,626,19,172,178,349,24,47,178,128,152
124,150,38,380,172,20,123,50,240,108,18,139,128,123,130,537,14,38,134,321,2,56,222,92,126
125,121,38,204,77,22,124,60,154,105,17,116,137,118,93,331,4,65,137,162,18,51,83,31,77
126,41,8,65,40,8,26,3,101,19,2,43,42,47,44,106,3,16,19,80,0,18,25,44,62
127,80,19,96,59,2,60,3,88,61,12,70,91,93,53,160,8,35,47,85,4,33,56,40,42
128,49,29,116,26,8,42,18,57,69,16,72,42,63,58,112,8,26,93,114,16,24,68,35,85
129,40,27,69,31,18,42,16,67,62,9,74,67,63,35,128,8,24,68,62,12,19,55,35,20
130,81,23,77,47,10,61,6,92,65,18,75,93,72,51,158,4,27,94,95,4,20,44,24,42
131,80,28,124,50,9,69,11,116,72,11,89,76,105,54,225,19,31,75,106,6,26,59,53,41
132,73,23,176,60,18,43,45,173,95,41,60,62,70,61,172,6,59,86,119,2,25,78,34,119
133,53,15,80,31,7,42,19,51,58,17,53,59,43,22,130,9,13,60,65,8,14,31,25,29
134,100,48,184,89,28,98,10,183,119,19,89,118,115,73,303,5,44,64,174,4,38,78,37,77
135,57,18,122,55,7,33,0,97,69,22,44,46,62,26,195,6,22,50,85,6,11,45,16,35
136,108,31,155,59,14,109,12,114,53,8,80,72,61,69,224,4,32,166,104,10,20,65,57,63
137,51,22,81,49,8,74,27,107,79,14,76,86,50,48,135,18,46,87,77,8,20,49,37,36
138,107,45,113,76,11,97,9,97,75,31,85,124,136,29,250,12,37,115,98,2,45,65,29,40
139,76,52,99,26,10,62,20,93,82,30,73,92,93,62,193,8,42,101,112,4,21,54,37,47
140,50,6,64,36,7,26,0,65,8,18,44,53,56,22,81,2,10,64,57,2,12,30,13,37
141,100,56,190,75,18,109,56,196,154,54,79,186,141,90,280,8,66,126,149,4,36,100,56,71
142,71,11,106,49,6,77,14,104,65,7,67,88,84,59,185,8,47,66,98,0,26,52,37,20
143,146,29,198,107,19,104,8,207,108,30,98,91,94,109,359,2,130,63,251,4,45,88,34,121
144,85,34,104,50,17,80,22,100,72,11,79,68,79,45,160,15,33,80,100,16,19,53,40,48
145,237,65,470,208,35,116,20,390,175,0,121,221,130,148,798,10,98,145,319,6,62,134,37,197
146,48,21,88,29,12,64,16,85,57,6,75,85,58,47,158,3,31,58,84,8,30,33,19,13
147,85,33,118,65,10,41,4,119,62,20,49,81,58,34,182,9,30,33,116,0,23,46,12,69
148,130,8,200,103,6,45,8,92,99,38,37,68,63,37,357,3,73,14,206,2,11,107,25,70
149,49,31,52,27,13,41,25,68,37,19,50,44,71,25,144,4,33,43,83,2,21,29,31,35
150,82,35,78,44,15,46,8,84,78,38,60,72,64,42,153,3,29,44,77,4,24,59,50,60
151,121,45,312,138,43,155,4,197,134,15,131,140,131,55,502,3,61,56,257,13,27,140,108,98
152,63,21,81,36,11,59,0,87,60,30,73,52,63,38,166,6,28,61,63,10,15,46,53,42
153,39,17,86,31,8,44,0,54,58,14,52,63,56,31,123,6,27,39,68,2,12,42,33,41
154,89,31,103,36,20,67,37,112,78,21,69,94,86,51,179,10,55,76,95,12,30,85,53,42
155,83,33,120,61,6,84,15,126,76,35,78,93,125,58,199,8,42,111,112,6,40,73,31,56
156,85,20,197,78,8,60,3,179,108,40,65,87,77,54,269,11,75,26,164,6,26,69,31,57
157,102,26,127,49,14,61,46,151,83,19,102,56,116,50,139,4,16,73,130,10,26,54,67,93
158,40,6,59,28,1,25,2,49,55,4,17,32,46,26,82,2,26,24,44,0,10,33,44,34
159,80,31,129,57,11,89,70,149,89,23,113,108,101,55,192,10,32,89,87,9,43,59,69,38
160,44,20,72,35,5,46,3,53,63,15,61,57,44,27,94,5,21,65,53,8,12,49,26,12
161,72,13,303,104,7,36,1,152,91,56,54,70,112,59,396,6,73,28,297,0,21,102,35,128
162,49,22,31,17,5,41,15,74,44,20,43,34,50,8,86,2,13,61,75,4,18,37,38,53
163,38,15,37,21,3,24,0,39,28,0,29,43,33,8,44,1,12,28,51,6,16,26,23,27
164,149,66,178,94,30,197,25,218,131,46,125,174,166,53,339,21,58,178,187,18,45,118,75,92
165,39,11,72,38,8,40,4,52,40,0,21,36,49,12,109,2,17,26,44,2,18,29,23,35
166,55,21,108,62,17,85,11,88,52,12,91,71,77,49,138,13,29,80,106,12,24,69,89,80
167,108,42,172,61,15,80,28,168,123,21,90,123,116,64,294,6,43,110,158,9,44,66,29,54
168,54,24,151,60,5,44,3,124,57,8,36,67,46,58,301,11,41,57,163,0,16,94,60,62
169,151,56,216,84,11,136,36,191,144,63,165,187,163,112,381,17,84,174,224,10,59,141,109,44
170,75,42,79,54,1,92,8,96,87,14,64,88,68,49,195,8,35,104,89,0,25,40,59,45
171,137,54,218,122,51,153,36,231,160,16,116,178,151,109,362,12,63,205,229,6,46,106,112,187
172,98,44,150,48,15,105,43,141,104,50,114,120,123,47,273,20,49,110,127,9,55,92,36,48
173,109,13,222,70,17,156,2,160,57,7,81,58,59,70,342,6,11,58,191,2,33,56,22,79
174,83,32,110,48,8,74,10,95,68,12,63,64,88,44,158,3,16,72,76,8,25,56,74,98
175,95,24,185,68,15,126,27,141,69,17,83,94,113,61,233,17,40,121,136,10,18,68,65,75
176,80,45,140,67,12,81,0,116,61,3,86,81,74,57,197,12,29,95,117,6,24,54,32,63
177,86,35,127,53,17,73,9,101,71,9,94,69,98,53,166,14,34,69,96,8,24,62,32,44
178,65,28,99,55,13,27,0,53,57,1,35,36,68,40,113,4,25,54,121,2,13,53,18,54
179,54,16,48,16,6,30,0,66,28,10,32,30,46,31,90,0,21,46,42,0,12,34,19,43
180,100,25,99,64,8,105,12,160,79,20,112,113,111,53,235,8,54,136,123,4,29,77,37,50
181,36,9,55,19,2,39,2,59,44,14,48,62,46,28,87,3,17,53,67,4,14,23,26,38
182,71,11,76,41,13,55,25,75,67,23,65,82,76,33,134,9,22,88,73,6,17,41,18,35
183,44,21,55,22,3,41,1,48,32,8,49,38,19,18,94,0,22,67,28,2,25,23,17,25
184,57,18,152,59,17,31,12,117,66,17,53,51,50,59,224,4,29,145,212,0,22,63,26,74
185,67,37,155,80,25,80,43,113,98,40,103,125,116,61,217,13,40,136,114,12,27,53,73,33
186,184,14,313,207,45,138,11,221,75,32,151,119,112,105,446,9,45,163,173,2,40,101,128,138
187,53,15,94,62,24,55,6,103,52,3,64,51,70,50,164,11,20,104,102,2,25,36,9,42
188,33,22,63,35,5,37,17,72,46,9,33,39,47,31,110,2,17,71,57,6,14,24,25,51
189,65,7,71,34,10,43,15,52,45,14,42,43,63,37,113,8,27,65,75,2,18,39,33,33
190,95,42,108,74,19,96,84,170,99,34,104,133,129,49,238,13,36,132,127,40,30,78,41,50
191,69,22,65,39,12,58,9,94,53,33,79,55,91,38,158,9,20,105,91,12,26,45,26,30
192,136,36,179,99,27,104,2,200,106,11,63,95,49,78,307,3,38,97,169,2,39,75,47,92
193,146,48,267,61,8,125,13,159,152,39,112,117,136,58,336,15,71,196,204,12,45,97,60,80
194,47,17,75,33,9,39,1,24,23,12,28,41,59,26,103,5,19,55,70,4,12,36,38,59
195,40,13,51,29,1,37,3,78,45,8,46,42,49,41,137,5,9,72,55,2,16,37,14,27
196,101,32,116,52,16,67,19,121,65,18,89,92,86,46,175,12,24,128,111,6,27,49,32,44
197,69,26,307,90,23,138,10,205,120,21,83,120,115,53,424,22,69,162,236,21,30,102,26,84
198,113,46,120,44,17,65,14,120,81,37,89,98,93,53,221,15,48,109,142,4,29,50,35,46
199,46,25,95,41,14,53,36,92,53,6,66,65,75,36,51,8,40,89,76,19,27,50,29,41
200,92,31,110,66,11,89,25,118,60,41,94,100,100,73,238,11,27,98,114,8,26,53,63,45
201,81,6,121,89,12,27,3,89,85,10,35,48,50,34,233,7,36,24,119,0,10,45,17,57
202,74,57,112,67,13,63,45,111,96,14,65,110,83,68,246,8,29,114,101,11,33,70,76,36
203,26,16,67,26,6,40,8,61,41,25,78,51,46,33,124,2,21,67,57,2,24,31,44,23
204,77,32,136,55,8,99,42,142,95,35,105,145,106,53,254,8,40,100,145,6,31,64,33,48
205,184,73,235,113,25,184,82,226,186,39,146,271,195,130,377,16,87,243,240,20,64,122,93,103
206,37,7,139,62,9,20,4,76,49,12,21,28,22,17,158,0,38,26,101,0,7,27,8,44
207,60,28,102,47,4,38,2,119,71,19,51,54,50,39,184,3,49,48,115,0,18,49,36,43
208,52,24,91,30,3,46,7,78,54,23,71,40,52,34,125,5,25,57,67,16,16,33,21,33
209,112,38,169,72,21,68,8,103,76,36,78,62,67,55,257,9,38,59,144,2,24,83,17,41
210,86,37,131,46,9,72,31,89,91,44,102,133,91,49,241,14,38,89,113,12,29,86,23,40
211,80,32,81,47,12,68,27,90,75,23,73,81,67,51,151,9,32,87,74,10,28,52,37,30
212,140,57,175,91,19,131,41,218,118,70,120,111,145,92,341,23,37,120,177,20,55,100,52,48
213,135,35,250,82,15,94,33,194,123,42,157,130,103,70,363,15,39,117,276,14,29,101,29,71
214,98,21,107,29,8,42,9,94,63,9,47,56,59,44,130,9,11,102,87,10,41,28,40,56
215,98,21,161,31,8,42,32,94,66,31,79,57,90,57,172,7,60,88,139,2,28,69,65,92
216,61,30,122,51,19,68,6,84,82,14,70,68,72,30,196,8,41,72,114,6,16,60,30,50
217,41,11,68,22,8,12,7,65,51,13,23,22,34,25,90,0,10,37,66,2,24,29,19,53
218,278,103,419,196,42,255,119,465,169,96,286,280,288,138,734,14,113,304,414,28,95,198,167,140
219,71,23,119,47,8,48,14,107,72,35,66,89,81,39,203,17,23,48,110,0,27,43,16,42
220,87,40,111,44,5,102,58,136,98,53,105,134,81,59,214,13,29,112,116,4,54,76,58,53
221,101,37,133,78,8,82,12,130,34,29,62,113,109,76,226,10,39,72,124,8,38,70,19,59
222,59,27,157,69,8,104,10,188,65,17,81,79,95,70,311,9,37,58,146,12,33,67,40,83
223,123,35,139,87,22,86,32,180,125,45,100,73,119,82,272,5,56,61,171,4,46,120,61,56
224,79,20,148,48,4,104,17,172,60,44,88,99,101,61,273,3,49,90,163,4,49,72,36,68
225,21,12,33,10,6,31,10,41,26,6,39,45,41,32,53,1,10,23,47,6,6,37,33,9
226,66,42,148,29,6,74,36,84,73,20,69,106,92,43,179,16,29,91,104,19,26,72,57,69
227,77,28,143,62,13,65,10,126,108,24,84,89,107,61,239,9,29,66,133,4,50,56,38,69
228,59,23,122,73,9,83,11,143,57,21,84,55,70,57,168,3,39,52,113,2,24,66,47,60
229,95,41,182,75,8,82,16,120,57,10,91,85,118,71,228,14,55,43,175,4,40,61,41,54
230,48,12,38,22,4,36,23,89,41,6,42,56,56,24,83,6,13,56,66,4,19,36,80,41
231,342,92,583,292,66,193,33,427,387,51,247,235,312,207,838,16,154,248,547,20,111,210,191,314
232,124,37,270,105,17,119,53,243,181,71,109,153,175,89,418,22,83,126,169,6,40,116,75,96
233,64,28,98,38,8,72,21,142,58,19,96,90,95,48,178,3,30,95,77,10,23,58,26,48
234,87,28,112,57,17,70,10,66,95,24,33,58,82,58,179,1,61,43,123,4,16,48,67,63
235,103,23,114,59,10,52,3,99,81,23,48,50,69,59,217,11,28,54,147,4,24,61,22,29
236,108,33,222,100,14,94,8,170,85,31,104,111,119,66,320,11,54,90,135,6,38,45,35,93
237,50,6,78,40,9,47,0,79,35,8,56,45,44,27,74,5,26,65,71,4,10,12,30,47
238,38,17,65,22,19,48,3,58,75,18,75,60,56,21,127,5,10,72,74,7,22,36,43,17
239,83,28,94,56,12,49,9,87,85,32,77,55,63,56,228,4,55,68,119,8,13,61,53,55
240,138,59,172,105,3,127,7,162,152,70,102,127,124,73,383,24,40,271,191,28,51,84,118,158
241,73,44,132,46,10,63,0,120,90,32,71,77,99,48,211,20,37,116,116,20,26,63,64,57
242,141,60,184,66,32,98,36,197,137,12,118,143,136,77,268,16,53,199,181,4,45,98,70,99
243,61,4,141,80,4,38,3,47,17,5,50,35,35,50,136,4,9,40,98,0,10,30,37,49
244,107,52,118,78,15,95,37,162,127,43,113,120,130,96,271,15,36,124,159,24,41,77,31,73
245,73,26,97,58,7,41,5,92,73,14,60,72,58,46,158,6,24,50,90,4,24,56,18,33
246,70,18,95,45,3,72,27,99,89,27,90,89,84,53,169,16,30,89,95,22,29,49,39,34
247,57,31,202,71,20,33,1,94,75,22,50,50,39,51,243,4,44,36,243,2,19,94,38,55
248,120,32,129,86,12,90,23,191,74,14,80,83,101,85,240,4,47,113,193,4,46,85,74,165
249,253,103,368,189,38,136,41,350,226,61,131,202,238,132,652,8,78,218,391,8,69,210,56,207
250,229,97,425,196,40,237,32,476,291,134,297,335,261,216,724,27,105,273,397,32,78,220,166,128
251,172,40,311,141,28,189,37,272,158,65,183,186,189,132,533,34,93,189,248,4,55,159,192,130
252,73,35,151,73,25,52,7,144,108,26,89,87,116,63,258,11,53,93,150,10,36,71,24,47
253,54,20,74,63,7,61,0,85,55,11,70,81,57,36,160,5,36,87,82,14,19,44,25,20
254,97,21,195,85,18,81,9,133,127,30,70,106,116,77,359,9,42,94,252,10,28,96,26,42
255,46,0,75,22,7,37,15,85,47,8,57,52,54,43,69,13,22,51,67,16,14,35,41,40
256,198,58,280,132,39,127,0,222,202,34,152,164,216,135,419,30,81,177,223,24,66,119,136,182
257,348,136,412,211,29,228,47,433,358,85,209,306,240,188,906,9,137,387,405,2,77,228,126,204
258,96,39,132,65,25,67,26,106,95,3,77,104,98,61,151,7,36,93,110,6,28,61,28,60
259,115,28,141,74,14,94,51,153,141,68,73,152,126,81,318,10,56,103,126,0,21,75,52,71
260,81,29,105,49,6,65,46,92,70,20,72,90,88,35,150,2,20,79,103,2,26,46,27,27
261,77,44,211,90,13,121,60,217,102,49,122,107,172,61,308,17,62,130,180,8,36,79,86,35
262,72,25,148,68,15,70,8,151,89,21,81,105,94,63,248,12,50,90,153,6,35,58,34,53
263,55,29,124,61,16,36,7,152,72,25,56,49,71,59,263,8,41,39,130,2,21,84,29,68
264,89,34,171,64,12,82,16,140,112,42,92,115,104,74,256,7,46,95,103,2,21,79,48,74
265,57,19,141,68,10,41,4,156,38,18,62,43,63,34,176,3,16,58,150,2,11,38,39,71
266,90,26,115,42,8,56,4,110,61,31,89,71,71,49,180,2,44,61,109,8,25,62,45,47
267,79,32,120,39,7,81,11,128,72,34,95,92,111,42,189,6,19,72,95,8,26,53,47,26
268,62,7,101,49,8,35,2,53,27,7,31,20,41,43,134,1,20,10,77,0,20,35,24,32
269,80,32,170,70,16,98,32,129,111,34,92,75,73,47,218,17,47,98,125,8,31,56,93,42
270,133,26,266,139,21,56,0,292,116,65,74,48,84,80,336,0,88,34,265,0,31,148,45,84
271,56,10,52,25,8,47,1,61,40,17,34,40,64,27,121,2,29,43,54,4,22,29,18,26
272,123,73,203,68,20,148,66,197,125,46,119,155,194,85,328,5,48,155,165,14,70,81,83,31
