,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_GATA2,4_KIT,5_NPM1,6_chr6,7_EZH2,9_JAK2,10_chr10,11_WT1,12_KRAS,12_PTPN11,13_FLT3,14_chr14,15_IDH2,16_chr16,17_TP53,17_SRSF2,18_chr18,20_ASXL1,21_RUNX1,21_U2AF1
78,73,18,97,46,25,52,56,72,95,34,48,81,42,50,154,3,26,8,101,4,19,46,67,63
79,55,7,79,27,22,36,7,63,20,18,9,51,28,32,145,2,0,2,140,2,19,39,37,88
80,86,34,65,60,12,100,34,93,74,30,88,97,78,48,243,3,48,10,99,20,17,66,51,81
81,62,3,96,71,5,47,5,67,40,22,33,32,34,38,196,3,34,9,160,0,18,61,19,90
82,124,23,127,74,7,84,12,96,88,26,129,125,121,98,239,7,79,12,191,2,64,111,58,138
83,69,15,100,41,9,49,12,84,31,8,73,69,58,52,147,3,28,3,102,8,17,44,77,46
84,40,16,92,35,7,69,27,69,60,13,37,62,78,32,92,1,33,12,88,4,15,29,31,49
85,49,5,312,147,8,80,8,116,30,17,63,82,51,119,302,4,38,8,417,2,32,85,27,120
86,63,19,70,17,9,50,29,75,44,16,52,72,56,46,74,9,9,12,84,2,24,39,19,42
87,64,8,126,45,10,48,7,69,46,22,25,35,59,34,141,4,24,10,128,4,15,34,77,30
88,76,10,140,55,7,45,7,85,70,24,50,65,68,32,100,2,32,8,133,4,17,39,40,98
89,65,32,57,32,10,41,18,45,49,14,45,54,51,38,93,1,28,10,62,4,16,34,52,67
90,82,23,45,51,10,56,22,74,70,14,58,59,101,37,173,6,29,8,109,2,35,64,23,67
91,1,9,151,66,3,33,1,91,49,16,39,51,43,45,159,1,34,16,158,0,12,59,55,74
92,75,22,91,32,14,59,43,71,72,17,35,75,87,63,170,2,23,16,89,4,41,62,34,60
93,38,7,112,63,20,79,9,85,69,1,13,55,13,37,117,2,30,19,147,0,13,43,40,16
94,75,28,107,36,11,65,6,74,74,25,46,90,71,48,184,1,33,9,92,6,35,73,63,66
95,100,31,129,84,27,107,3,178,70,16,53,65,26,57,150,12,49,17,194,9,56,79,87,108
96,106,37,187,76,14,117,22,163,80,39,62,111,118,64,252,3,33,11,112,0,4,71,140,91
97,89,42,123,65,22,85,59,110,90,10,91,134,101,59,155,1,23,24,129,20,47,70,116,100
98,92,18,103,49,21,61,26,91,70,29,71,77,75,32,190,11,33,5,118,10,28,40,70,78
99,23,11,71,41,1,35,20,51,47,15,31,52,46,35,105,7,23,5,64,6,7,20,23,40
100,79,8,83,25,8,47,36,55,60,11,23,45,62,20,112,1,11,10,65,0,15,32,56,48
101,46,6,109,33,6,42,5,30,23,1,38,39,34,18,91,1,20,6,124,6,7,36,39,46
102,42,12,51,28,10,9,20,50,57,20,41,49,46,21,85,0,24,19,70,0,13,14,27,37
103,87,20,123,62,20,91,41,120,44,31,63,134,113,52,190,4,50,22,103,15,24,80,27,57
104,35,3,131,64,10,76,1,48,9,0,48,61,24,61,163,0,27,3,117,11,20,41,38,78
105,56,7,77,31,0,38,1,30,39,3,27,38,25,38,98,17,31,10,125,4,14,32,31,49
106,78,38,83,35,6,53,46,92,65,26,59,68,72,38,116,6,28,22,99,2,22,55,85,41
107,65,29,106,25,9,41,26,78,47,20,52,60,68,75,244,6,32,17,133,0,29,55,54,99
108,104,11,97,90,20,79,12,130,59,0,76,105,89,95,198,11,42,24,121,4,5,37,118,97
109,50,11,113,36,5,42,5,62,24,16,33,34,24,34,122,6,34,13,111,2,6,44,31,51
110,69,12,80,46,7,63,18,57,40,13,51,55,55,30,140,8,27,20,71,0,19,39,36,57
111,55,14,99,43,13,48,38,45,34,26,35,69,68,40,140,6,37,17,94,2,26,55,34,51
112,64,21,130,54,3,75,13,108,45,9,42,103,88,60,192,8,29,14,136,2,14,83,40,89
113,80,21,158,64,8,70,11,44,76,33,69,90,84,58,212,4,31,14,132,2,24,80,82,92
114,62,13,71,44,3,31,0,50,46,7,37,42,36,23,140,5,14,9,50,2,14,39,34,53
115,179,22,199,100,7,110,64,68,165,33,71,129,154,108,300,6,63,33,222,2,51,109,111,153
116,54,3,74,23,7,18,10,52,24,3,15,37,23,41,108,0,14,22,83,0,24,35,5,42
117,83,15,336,88,15,67,9,108,128,31,70,135,44,78,273,15,54,10,369,6,47,100,32,86
118,51,13,113,59,3,65,12,63,55,3,51,61,59,57,150,6,36,10,118,0,27,57,29,76
119,51,18,85,22,9,52,38,63,49,32,28,68,46,34,128,4,38,19,75,10,29,37,40,30
120,61,21,99,34,6,47,38,72,68,19,54,77,70,39,150,3,24,24,98,0,20,31,21,56
121,62,8,140,52,7,53,34,70,43,2,48,44,57,47,179,3,36,17,106,0,27,40,55,65
122,38,15,58,23,11,29,31,48,28,23,35,43,26,28,66,3,29,9,46,12,16,29,17,38
123,170,29,212,62,20,101,5,128,131,3,88,119,147,47,347,6,89,23,155,10,48,87,54,115
124,67,8,114,47,10,58,22,59,76,4,36,53,36,35,154,1,23,12,88,2,20,45,47,74
125,151,21,240,69,24,38,3,56,69,4,100,109,63,128,179,1,47,17,258,0,36,60,38,91
126,50,19,64,37,14,59,16,77,52,22,42,75,61,37,158,4,20,13,82,6,15,45,58,48
127,54,43,124,47,17,68,18,125,50,25,74,96,142,54,219,1,53,10,127,12,45,39,61,65
128,38,40,75,39,8,58,39,68,36,15,44,78,95,32,141,2,34,11,53,10,26,49,40,55
129,92,29,329,80,3,80,15,147,98,43,74,97,85,63,184,4,33,19,263,6,30,81,109,108
130,33,18,65,30,6,41,1,47,46,14,34,54,48,29,102,7,17,5,55,2,9,28,34,46
131,82,21,113,47,15,65,22,84,69,44,76,41,64,56,195,19,43,23,98,0,29,66,74,87
132,125,31,126,60,5,67,22,94,72,14,65,85,95,50,195,6,41,8,110,8,13,70,116,94
133,31,8,104,49,8,35,6,38,62,0,34,34,37,18,131,5,18,17,5,0,17,25,25,53
134,40,3,38,20,4,38,9,27,46,2,36,39,31,44,120,6,16,6,71,0,14,27,36,28
135,77,15,93,56,13,43,8,62,33,17,44,45,54,28,164,2,23,18,100,0,19,31,51,65
136,74,31,192,70,18,91,50,121,97,56,62,116,137,69,248,9,48,23,181,13,46,88,125,111
137,105,40,144,68,11,77,41,142,116,24,72,103,95,64,262,2,35,38,127,2,51,81,77,68
138,46,20,55,49,8,58,32,91,78,30,49,80,96,35,100,14,40,10,92,16,27,38,21,68
139,26,6,102,37,9,35,2,62,36,7,33,45,26,46,123,1,44,7,83,2,11,37,30,41
140,85,16,109,82,2,41,16,80,46,14,35,80,30,53,101,6,28,16,128,0,13,71,71,91
141,46,18,51,33,4,47,18,33,37,9,44,69,59,27,74,3,29,8,56,6,16,25,44,50
142,90,28,69,52,5,76,27,99,76,28,72,86,80,51,165,3,37,20,85,6,18,32,65,10
143,117,32,169,89,16,74,34,109,119,43,68,118,86,68,248,8,56,14,154,2,39,70,99,106
144,259,91,445,205,21,221,70,340,296,104,219,354,267,165,605,21,115,56,376,37,88,182,291,261
145,67,11,100,1,5,45,1,64,72,15,44,70,69,51,187,8,45,7,52,4,22,46,54,17
146,45,12,91,29,18,30,39,64,55,20,40,63,80,37,112,0,29,10,73,0,21,44,28,51
147,59,24,107,31,0,77,32,94,96,41,70,110,87,71,182,3,30,19,125,18,27,49,77,63
148,87,21,109,52,13,71,41,75,57,1,48,101,107,71,196,6,51,10,109,0,24,84,59,65
149,85,24,146,54,22,90,8,149,103,32,49,103,66,102,258,1,25,18,187,11,38,49,168,132
150,58,13,52,48,15,48,23,44,77,27,55,32,60,36,112,7,36,5,57,6,22,48,63,75
151,81,31,144,62,4,84,16,114,87,30,35,63,101,61,221,12,35,10,156,8,23,46,72,87
152,74,10,51,31,5,44,13,47,75,2,43,82,56,34,121,1,28,13,87,0,13,37,32,38
153,47,16,86,45,3,54,12,65,69,28,63,108,65,43,94,6,32,8,93,4,27,41,72,59
154,138,10,135,96,3,65,27,76,128,35,80,203,109,84,190,32,73,28,239,2,31,100,51,193
155,45,16,88,41,13,43,18,83,43,29,64,68,50,68,151,3,22,19,72,3,28,53,70,55
156,106,33,71,43,14,78,0,110,97,0,79,122,74,75,203,18,38,7,104,2,21,59,50,76
157,99,30,86,57,11,71,47,115,74,24,68,131,73,40,163,0,43,23,81,4,15,56,76,57
158,67,12,50,28,10,50,41,33,63,9,40,68,62,27,109,3,25,10,54,12,17,14,37,42
159,60,24,64,56,3,40,1,81,45,7,43,119,27,10,162,8,29,3,105,4,14,45,86,76
160,71,22,150,72,14,49,9,76,76,33,55,113,80,52,169,7,72,27,142,12,27,67,28,72
161,91,38,118,84,11,54,6,104,91,21,98,111,127,72,310,11,32,28,248,18,33,73,38,104
162,105,12,188,50,12,53,7,50,54,5,102,103,59,42,221,18,62,11,114,4,8,77,29,83
163,74,33,88,45,12,67,30,74,87,23,74,109,37,37,179,4,28,12,90,6,27,60,26,66
164,81,13,79,46,9,80,2,94,47,13,43,84,38,63,177,6,38,16,96,0,30,52,32,90
165,81,21,57,61,26,64,22,124,68,52,53,135,120,56,206,12,19,19,148,8,31,59,58,103
166,59,43,74,42,7,69,17,94,55,24,60,95,79,53,161,2,42,7,100,0,19,45,87,54
167,51,8,126,25,9,42,2,79,50,10,20,34,42,28,124,11,26,10,69,2,19,56,35,112
168,53,8,104,67,0,40,5,87,74,3,59,97,40,59,193,8,29,17,104,4,38,61,90,99
169,139,30,199,19,38,112,30,103,134,15,123,144,125,77,336,13,63,31,186,18,33,121,147,159
170,87,35,315,121,1,98,2,161,80,23,74,115,63,95,432,6,43,25,232,4,42,117,152,174
171,106,15,246,74,12,41,15,94,39,48,52,96,33,68,232,5,64,32,216,4,40,49,55,114
172,67,30,108,64,16,72,22,76,88,36,64,88,112,50,175,3,23,22,82,0,38,54,64,84
173,79,12,144,80,0,68,7,114,76,20,66,68,56,53,211,1,59,14,275,6,26,52,22,88
174,86,33,125,56,4,62,18,111,96,53,115,54,117,62,253,11,52,28,142,0,28,104,63,95
175,96,17,199,69,19,36,29,83,104,36,65,65,86,47,236,8,54,22,232,4,17,53,101,106
176,69,8,89,71,6,39,9,67,68,2,20,49,41,16,203,1,1,10,49,2,6,60,18,110
177,41,5,142,47,3,26,5,68,45,13,34,26,21,32,152,0,13,5,110,0,9,53,43,45
178,96,25,124,24,9,79,48,99,88,12,74,109,112,38,135,21,41,12,109,12,22,71,40,67
179,60,17,37,25,4,42,25,76,52,20,41,78,51,43,105,1,27,10,39,2,21,55,46,42
180,69,16,63,34,8,50,24,70,45,11,47,45,62,42,125,3,30,6,79,0,19,36,53,69
181,31,34,170,85,12,138,101,123,140,86,138,176,178,101,303,27,62,39,137,34,52,87,147,95
182,63,7,179,57,3,34,4,76,51,15,20,70,32,65,132,3,22,4,180,6,34,35,55,78
183,63,17,128,37,8,43,19,102,36,37,34,68,60,46,196,7,39,22,103,4,15,49,55,74
184,55,24,52,21,7,31,19,38,57,18,37,48,41,29,92,7,23,10,61,0,20,38,29,44
185,44,14,66,30,10,46,28,32,61,15,47,60,59,27,109,2,27,22,43,8,24,34,42,46
186,54,4,118,43,4,59,4,59,36,3,22,19,17,18,134,2,17,9,116,0,11,28,22,59
187,72,12,217,67,0,104,12,135,80,54,55,86,90,82,282,8,43,7,224,4,21,98,38,120
188,55,14,123,27,12,42,0,69,20,1,37,59,34,60,96,3,42,3,87,4,15,10,77,50
189,124,24,140,61,14,124,20,134,45,25,90,114,91,78,260,17,44,16,141,4,45,62,128,104
190,131,41,152,69,12,90,33,109,103,14,83,112,97,64,210,6,59,25,142,4,41,70,80,57
191,60,6,86,50,6,33,14,59,45,10,33,48,39,32,139,10,36,4,86,0,13,30,40,48
192,84,37,114,63,26,43,33,100,86,36,42,81,77,65,179,13,36,24,113,0,23,68,92,81
193,52,18,129,46,4,51,27,67,34,16,36,51,45,51,144,4,64,7,90,0,22,38,34,77
194,53,12,83,43,3,55,9,73,48,13,27,29,32,28,106,4,27,12,81,0,24,38,58,54
195,28,9,118,35,6,74,2,80,22,5,31,34,26,21,167,2,53,8,92,0,3,33,31,79
196,42,18,75,42,5,31,19,72,73,13,46,68,55,45,119,2,41,15,56,2,26,57,43,61
197,107,36,121,48,21,77,24,108,95,6,76,89,77,53,188,4,34,25,89,8,27,56,82,72
198,119,5,152,76,20,19,63,87,122,1,82,117,101,94,177,1,42,29,161,14,39,32,18,140
199,147,45,147,84,21,105,114,138,131,10,71,151,98,44,294,10,74,38,154,8,41,45,89,108
200,73,19,111,34,13,10,5,54,72,33,28,76,19,25,143,2,15,15,93,0,17,15,46,59
201,86,33,145,63,9,84,7,123,94,28,36,114,74,71,145,3,42,16,166,6,27,56,49,104
202,83,39,101,34,0,55,16,44,73,11,48,53,27,44,117,3,30,13,84,6,22,35,32,36
203,93,1,109,64,14,106,7,109,84,24,71,137,122,46,223,3,18,21,123,20,46,48,39,84
204,49,2,90,43,0,57,22,73,49,12,64,93,87,50,162,0,27,12,71,16,28,41,52,4
205,63,7,88,52,4,51,3,32,48,3,25,40,38,45,148,4,24,15,57,4,11,36,13,50
206,63,13,94,35,12,39,6,26,38,2,41,29,48,32,128,9,39,6,81,0,10,36,48,72
207,91,18,87,52,1,80,17,84,43,20,56,83,53,24,171,3,54,24,81,4,18,27,41,42
208,55,28,69,34,16,53,32,64,43,13,62,55,64,36,117,1,23,2,73,6,12,30,13,33
209,41,9,84,42,6,56,17,66,68,8,39,29,58,35,117,6,26,3,85,6,28,41,53,66
210,57,9,87,40,4,60,8,60,24,10,31,56,37,25,174,4,31,5,93,0,6,38,17,86
211,60,8,57,22,0,47,6,48,43,33,41,50,48,36,154,3,32,0,61,2,16,43,45,56
212,57,4,151,64,5,55,6,65,57,13,32,71,60,38,137,0,29,2,82,0,17,61,19,69
213,50,5,101,48,5,29,9,78,43,8,22,47,40,35,123,4,24,3,105,0,22,54,65,40
214,72,26,93,39,27,73,0,117,52,35,87,94,133,72,161,6,43,12,131,16,30,57,67,86
215,46,26,72,42,18,47,34,63,61,30,40,65,77,32,136,4,25,11,65,0,21,47,37,42
216,36,16,20,22,10,35,36,46,30,15,26,49,41,24,95,3,13,4,47,2,10,24,33,49
217,77,5,106,55,14,51,15,85,71,25,41,39,46,42,181,6,21,7,58,2,24,30,49,110
218,12,13,72,29,10,41,4,73,62,14,44,65,36,36,139,7,29,6,92,4,16,38,44,39
219,83,15,106,76,18,48,4,85,51,6,45,49,63,60,203,1,70,15,120,6,27,52,61,95
220,108,13,123,46,3,65,25,74,87,26,43,57,85,37,179,4,12,22,51,0,19,60,69,89
221,44,12,58,32,4,36,34,65,57,19,28,62,21,35,99,4,31,13,56,2,18,19,24,41
222,84,32,234,49,22,71,9,88,56,35,86,72,91,84,144,28,45,12,64,0,51,123,118,61
223,83,31,89,22,16,48,18,99,69,23,62,76,94,35,144,0,32,11,83,8,22,64,93,48
224,73,14,71,50,3,54,4,72,47,6,32,45,53,30,106,1,29,9,83,0,5,45,77,65
225,51,16,53,26,8,34,47,53,48,19,36,62,54,17,109,5,25,10,49,2,15,41,46,51
226,79,38,70,23,0,39,33,78,73,19,49,104,89,27,178,2,31,15,95,6,34,34,98,61
227,87,21,75,35,15,54,19,77,73,27,63,97,95,44,163,13,33,19,105,8,29,70,42,67
228,41,18,19,59,2,43,47,60,37,21,62,82,58,33,127,8,19,7,53,4,25,46,35,23
229,41,11,72,27,12,23,34,57,58,31,42,78,68,43,141,4,20,13,62,4,21,39,46,43
230,50,18,49,21,3,47,44,66,23,22,32,43,32,15,127,0,24,11,55,0,27,30,47,46
231,67,19,115,51,7,54,31,68,57,8,61,95,67,24,145,4,31,10,44,6,14,24,56,32
232,58,17,61,23,6,35,2,40,46,4,14,37,26,26,103,4,13,1,73,4,14,23,38,65
233,84,50,65,47,23,68,35,89,110,23,70,114,26,61,168,1,40,19,113,2,30,53,30,66
234,79,25,14,66,9,71,79,90,104,30,76,138,68,58,194,8,40,37,103,14,39,22,85,55
235,80,25,70,33,1,41,22,41,81,20,47,72,70,37,144,3,35,27,94,8,15,48,29,62
236,47,8,99,41,2,39,2,31,36,5,20,43,15,18,123,0,9,5,57,0,13,21,22,84
237,62,13,173,58,3,25,11,75,67,18,46,50,41,16,193,1,37,9,204,0,23,46,20,80
238,76,19,186,54,5,105,2,72,101,5,47,84,33,55,272,3,39,16,256,0,10,85,7,125
239,49,12,93,48,15,66,29,56,76,15,56,115,53,59,135,15,36,17,50,12,32,51,22,70
240,129,44,103,75,17,103,1,112,108,8,68,128,69,38,233,5,45,15,119,4,24,80,61,71
241,56,25,84,33,14,28,58,68,74,9,27,111,57,30,57,0,42,15,93,10,16,29,54,33
242,57,32,78,33,8,42,51,70,79,27,61,89,83,61,144,11,28,18,74,0,19,65,40,65
243,75,11,230,66,2,104,2,78,56,5,27,47,58,49,244,1,27,24,218,0,1,28,74,83
244,60,24,70,40,15,32,64,70,60,36,43,82,62,30,117,0,25,12,74,12,16,30,27,45
245,80,14,76,28,12,46,20,70,12,27,43,63,85,12,132,0,15,20,86,6,27,27,67,85
246,116,50,114,84,13,87,55,100,109,24,92,122,126,56,230,4,37,32,131,12,32,70,51,107
247,52,14,79,44,9,16,0,42,2,3,35,61,30,33,84,0,27,15,43,0,22,38,38,45
248,59,20,133,34,2,80,1,47,44,4,19,46,28,37,124,3,18,7,116,0,7,33,16,69
249,28,44,184,42,19,104,37,83,57,35,51,124,154,93,223,2,60,21,128,8,47,103,111,149
250,81,0,0,0,9,50,19,84,89,8,59,81,58,24,175,2,52,6,106,2,24,32,89,56
251,97,29,128,45,19,50,46,107,100,65,65,77,88,52,209,6,30,24,77,4,41,68,56,78
252,104,7,124,50,26,68,14,67,92,24,44,97,90,53,180,0,43,17,99,0,36,52,32,59
253,50,11,53,38,13,70,4,58,38,14,37,53,40,47,117,5,26,7,91,2,29,47,44,66
254,46,3,97,42,7,61,4,28,37,1,44,68,44,19,123,2,21,5,53,12,6,32,16,65
255,103,12,111,108,3,91,0,64,51,7,35,90,52,47,221,3,14,1,151,0,12,57,43,162
256,24,10,56,2,3,17,11,40,34,3,3,46,25,19,105,1,19,15,59,0,10,27,13,41
257,138,49,298,121,39,125,16,138,106,41,79,93,147,121,403,8,77,26,266,4,73,84,170,168
258,77,25,87,47,7,76,16,51,60,3,44,86,77,54,146,11,33,14,84,16,14,41,19,61
259,79,22,157,74,9,53,7,69,70,9,36,56,36,35,202,4,35,16,112,0,10,59,37,80
260,81,10,72,45,1,33,3,58,60,24,47,63,32,38,162,7,18,11,70,2,19,23,70,65
261,70,28,144,47,6,49,14,87,34,9,18,59,43,4,90,5,22,4,120,0,18,53,13,47
262,61,6,127,54,9,23,9,79,62,28,29,50,44,47,176,5,27,10,105,0,16,39,27,79
263,36,14,98,44,4,17,5,54,40,14,35,54,47,43,151,1,23,15,108,2,14,28,55,32
264,51,45,107,20,20,50,9,104,81,13,28,23,40,49,170,2,40,19,89,0,2,55,52,59
265,133,22,123,60,23,124,5,88,79,11,81,108,112,88,287,0,30,32,191,0,36,41,42,99
266,86,11,88,50,13,73,21,62,35,9,62,73,64,30,154,5,30,8,88,8,24,41,16,87
267,45,28,82,31,12,60,36,64,51,43,43,63,52,27,133,4,21,15,70,8,21,39,56,49
268,104,27,129,62,17,79,3,55,32,5,53,48,44,47,176,14,25,5,111,8,19,41,32,64
269,34,7,59,25,15,50,42,57,61,37,40,88,32,46,111,12,29,28,75,8,34,47,52,55
270,81,10,94,34,20,78,4,82,58,11,83,31,88,44,159,3,34,23,83,4,15,45,41,50
271,170,54,397,163,47,196,20,252,63,67,141,180,167,118,238,21,104,39,335,30,69,150,253,248
272,41,27,83,73,9,66,8,99,68,15,50,85,101,58,207,2,49,20,136,0,41,55,70,80
